,name,old_product_price,new_product_price_after,new_product_price_before,Kích thước màn hình,Công nghệ màn hình,Tính năng màn hình,Tần số quét,Kiểu màn hình,Camera sau,Quay video,Tính năng camera,Camera trước,Quay video trước,Chipset,Loại CPU,GPU,Dung lượng RAM,Bộ nhớ trong,Khe cắm thẻ nhớ,Pin,Công nghệ sạc,Cổng sạc,Thẻ SIM,Hệ điều hành,Hồng ngoại,Jack tai nghe 3.5,Công nghệ NFC,Hỗ trợ mạng,Wi-Fi,Bluetooth,GPS,Kích thước,Trọng lượng,Chất liệu mặt lưng,Chất liệu khung viền,"Chỉ số kháng nước, bụi",Tiện ích khác,Công nghệ âm thanh,Cảm biến vân tay,Các loại cảm biến,Tính năng đặc biệt,Thời điểm ra mắt,Độ phân giải màn hình,Công nghệ - Tiện ích,Loại màn hình,Hệ thống làm mát,Cảm biến,Tương thích
454,iPhone 12 64GB | Chính hãng VN/A,"11.990.000đ
Khi thu cũ lên đời",12.990.000đ,15.990.000đ,6.1 inches,OLED,"HDR10
Dolby Vision
True-tone",60Hz,Tai thỏ,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","Trước: 4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS
Sau: 4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 30fps), stereo sound rec.","Ban đêm (Night Mode)
Trôi nhanh thời gian (Time Lapse)
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Tự động lấy nét (AF)
Nhận diện khuôn mặt
HDR
Zoom kỹ thuật số
Góc rộng (Wide)
Góc siêu rộng (Ul","12 MP, f/2.2, 23mm (wide), 1/3.6""
SL 3D, (depth/biometrics sensor)","4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS",Apple A14 Bionic (5 nm),Hexa-core,Apple GPU (4-core graphics),4 GB,64 GB,Không,"Li-Ion, sạc nhanh 20W, sạc không dây 15W, USB Power Delivery 2.0","Sạc nhanh 20W
Power Delivery 2.0",Lightning,2 SIM (nano‑SIM và eSIM),iOS 14.1 hoặc cao hơn (Tùy vào phiên bản phát hành),Không,Không,Có,5G,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","5.0, A2DP, LE","A-GPS, GLONASS, GALILEO, QZSS",146.7 x 71.5 x 7.4 mm,164 g,Kính,Kim loại,,,,Không,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế",Sạc không dây,,1170 x 2532 pixels,,,,"Face ID, cảm biến gia tốc, cảm biến tiệm cận, con quay hồi chuyển, cảm biên sáng",
455,Xiaomi 14,,,,6.44 inches,AMOLED,"Tần số quét màn hình 120 Hz, 68 tỷ màu, Dolby Vision, HDR10+, 2800 nits",,,"Camera góc rộng: 50 MP, f/1.9, 24mm, 1/1.28"", 1.22µm, PDAF, OIS
Camera chụp xa: 50 MP, f/1.9, 50mm, 1/2.88"", 0.61µm, PDAF, 2x optical zoom
Camera góc siêu rộng: 50 MP, f/1.8, 12mm, 122˚, 1/2.51"", PDAF","8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/120/240/960fps, 1080p@1920fps, gyro-EIS","Ống kính Leica, đèn flash hai tông màu LED kép, HDR, toàn cảnh","Camera góc rộng: 50 MP, PDAF","4K@30fps, 1080p@30fps, gyro-EIS",Qualcomm Snapdragon 8 Gen 3 (4 nm),,,8 GB,128 GB,Không,4600 mAh,"Sạc có dây 90W, PD3.0, QC4
Sạc không dây 50W
Sạc không dây đảo ngược 10W",USB Type-C,2 SIM (Nano-SIM),Android 14,Có,Không,Có,5G,802.11 a/b/g/n/ac/6e,"v5.3, A2DP, LE","GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5)",,,,,IP68,,Loa âm thanh nổi,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế",,,1220 x 2712 pixels,,,,,
456,Nokia G22 4GB 128GB,,,,6.52 inches,TFT LCD,"Tần số quét 90 Hz, 500 nits
Corning® Gorilla® Glass 3",,,"Camera chính: 50 MP, f/1.8
Camera macro: 2 MP
Camera đo độ sâu: 2 MP",,"Chế độ ban đêm
Chế độ chân máy
Chân dung AI","8 MP, FF f/2.0, 1.12µm CMOS",,Unisoc T606,2 x A75 and 2 x A55 @ 1.6GHz,,4 GB,128 GB,,5050 mAh,Sạc nhanh 20W,USB Type-C,,Android™ 12,,Có,Có,4G,802.11 a/b/g/n/ac,v5.0,"GPS/AGPS, GLONASS, BDS, Galileo",8.48 x 165 x 76.19 mm,195.23 g,Nhựa,Nhựa,IP52,,,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, Cảm biến áp kế",,,,,,,,
457,realme GT 5 Pro SE,,,,6.74 inches,OLED,Tần số quét 144 Hz,,,50 MP + 8 MP + 2 MP,,,16 MP,,Qualcomm Snapdragon 8 Gen 3,,GPU Adreno 750,8 GB,256 GB,,4.700 mAh,Sạc nhanh 240 W,,,,,,,,,,,,,,,,,,,,,,1240 x 2772 pixels,,,,,
458,TCL 40 NXT PAPER 8GB 256GB,,,,6.78 inches,,"Tần số quét 90Hz, 450 nits, Tỷ lệ hiển thị 20.5:9
Tỷ lệ màn hình trên thân máy 91%, Gam màu NTSC 96%",90Hz,Đục lỗ (Nốt ruồi),"Camera chính: 50MP, ƒ/1.8, PDAF, 1/2,76”, 0,64μm
Camera góc siêu rộng: 5MP, f/2.2
2MP, f/2.4, 1/5”, 1.75μm",1080P@30fps,"Chụp ổn định, Hiệu ứng xóa phông, HDR, Toàn cảnh, Chế độ ban đêm, Làm đẹp khuôn mặt","32MP, f/2.0",1080P@30fps,Mediatek Helio G88 (MT6769),2 x 2.0 GHz Cortex-A75 & 6 x 1.8 GHz Cortex-A55,Mali-G52 MC2,8GB + Mở rộng 8GB,256 GB,MicroSD,5010 mAh,Sạc 33W,USB Type-C,2 SIM (Nano-SIM),Android 13,,Có,Có,4G,"802.11a/b/g/n/ac, 2.4GHz&5GHz",v5.1,"BDS/GPS/Glonass/Galileo, A-GPS",168.16 x 75.53 x 7.89 mm,195 g,,,,,Âm thanh DTS,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn",Bảo mật vân tay,,2460x1080 pixels,,,,,
459,Vivo S15e,,,,6.4 inches,AMOLED,"90Hz, HDR10+",90Hz,Giọt nước,"50 MP, f/1.8, 26mm (wide), PDAF
13 MP, f/2.2, (ultrawide)
2 MP, f/2.4, (macro)","4K@30fps, 1080p@30fps, gyro-EIS","LED flash
HDR
Chụp toàn cảnh","50 MP, f/2.0, (wide), AF","4K@30fps, 1080p@30fps",Exynos 1080 (5 nm),Octa-core (1x2.8 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G78 MP10,8 GB,128 GB,Không,Li-Po 4700 mAh,Sạc nhanh 66W,USB Type-C,2 SIM (Nano-SIM),"Android 12, Origin OS Ocean",,,Có,5G,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.2, A2DP, LE, aptX HD","A-GPS, GLONASS, GALILEO, BDS, QZSS",,,,,,,,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển","Hỗ trợ 5G, Bảo mật vân tay",,1080 x 2400 pixels (FullHD+),,,,,
460,Huawei Nova Y91,,,,6.95 inches,,"Tần số quét 90Hz
16,7 triệu màu",,,"Camera chính: 50 MP, f/1.8
Camera đo độ sâu: 2 MP, f/2.4",,,"8MP, f/2.0",,Qualcomm Snapdragon™ 680,4 × Cortex-A73 Based 2.4 GHz + 4 × Cortex-A53 Based 1.9 GHz,,8 GB,128 GB,,7000 mAh,Sạc nhanh 22.5 W,USB Type-C,2 SIM (Nano-SIM),EMUI 13,,,,4G,802.11a/b/g/n/ac,v5.0,GPS/AGPS/Glonass/BeiDou/GALILEO/QZSS,171.6 x 79.9 x 8.9 mm,214 g,,,,,,Cảm biến vân tay cạnh bên,"Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến trọng lực",,,1080 x 2376 pixels (FullHD+),,Màn hình,,,
461,OPPO F23 5G,,,,6.72 inches,,"Tần số quét 120Hz
16,7 triệu màu, 391PPI, 550nits",,,"Camera chính: 64MP; f/1.7; FOV 79°
Camera phụ: 2MP; f/2.4; FOV 89°; 3P lens
2MP; f/3.3; FOV 65°;",1080P/720P@30fps,"Chân dung, Tua nhanh thời gian, SLO-MO, Trình quét văn bản, Ống kính Google, HD bổ sung, Cận cảnh, Video ở chế độ xem kép, Kính hiển vi",32MP; f/2.4; FOV 89°; FF,"1080P@30fps
720P@30fps",Qualcomm® Snapdragon™ 695,"8 cores, up to 2.2GHz",Adreno™ 619,8 GB,256 GB,Không,5000 mAh,Sạc nhanh 67W,USB Type-C,2 SIM (Nano-SIM),Android 13,,Có,Có,5G,802.11a/b/g/n/,v5.1,Beidou: B1I; GPS: L1; GLONASS: G1; Galileo: E1; QZSS: L1 are supported,16.56 x 7.61 x 0.82 cm,192g,,,,,,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, Con quay hồi chuyển, Cảm biến áp kế",,,1080 x 2400 pixels (FullHD+),,Màn hình,,,
462,Redmi A1+,,,,6.52 inches,IPS LCD,"IPS LCD, 400 nits (typ), 60 Hz",,,8 MP,1080p@30fps,Đèn flash LED kép,"5 MP, f/2.4",1080p@30fps,Mediatek MT6761 Helio A22 (12 nm),2.0 GHz Cortex-A53,PowerVR GE8320,4 GB,32 GB,microSDXC,5000 mAh,,Micro-USB,2 SIM (Nano-SIM),Android 12,,Có,Không,4G,"Wi-Fi 802.11 a / b / g / n, điểm phát sóng","5.0, A2DP, LE","Có, với A-GPS, GLONASS, BDS","164,9 x 76,5 x 9,1 mm",192 g,Nhựa,Nhựa,,,,Cảm biến vân tay mặt lưng,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến áp kế",,,720 x 1600 pixel,,,,,
463,Xiaomi Redmi 13C 6GB 128GB,,,,6.74 inches,IPS LCD,"Tần số quét 90Hz, Kính cường lực Corning Gorilla Glass, Độ sáng tối đa: 600 nits",90Hz,,Chính 50 MP & Phụ 2 MP,HD 720p@30fpsFullHD 1080p@30fps,"Trôi nhanh thời gian
Zoom kỹ thuật số
Xóa phông
Tự động lấy nét (AF)
Ban đêm
HDR
Siêu độ phân giải
Làm đẹp
Siêu cận
Google Lens
Bộ lọc màu
Chụp hẹn giờ",8 MP,,MediaTek Helio G85 8 nhân,8 nhân Cortex A53 xung nhịp 2.0 Ghz,Mali-G52 MC2,6 GB,128 GB,"MicroSD, hỗ trợ tối đa 1 TB",5000 mAh,Hỗ trợ sạc tối đa: 18 W,USB Type-C,2 SIM (Nano-SIM),,,Có,,4G,"Wi-Fi Direct
Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",v5.3,"BEIDOU
GPS
GLONASS",168 x 78 x 8.09 mm,192 g,Nhựa,Nhựa,,"Ghi âm mặc định, Ghi âm cuộc gọi, FM không cần tai nghe",,Cảm biến vân tay cạnh bên,,"Bảo mật vân tay, Nhận diện khuôn mặt",11/2023,720 x 1600 pixel,"Chế độ đơn giản (Giao diện đơn giản)
Mở rộng bộ nhớ RAM
Chặn cuộc gọi
Chạm 2 lần tắt/sáng màn hình
Thu nhỏ màn hình sử dụng một tay
Khoá ứng dụng
Trợ lý ảo Google Assistant
Ghi âm mặc định, Ghi âm cuộc gọi",,,,
464,Xiaomi Redmi Note 10T,,,,6.5 inches,IPS LCD,"90Hz
400 nits (typ)
500 nits (HBM)",90Hz,Đục lỗ (Nốt ruồi),"48 MP, f/1.8, 26mm (Rộng), 1/2.0"", 0.8µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",1080p@30fps,"LED flash
HDR
Chụp toàn cảnh","8 MP, f/2.0, (Rộng)",1080p@30fps,MediaTek MT6833 Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,4 GB,64 GB,microSDXC,Li-Po 5000 mAh,Sạc nhanh 18W,USB Type-C,2 SIM (Nano-SIM),"Android 11, MIUI 12",Có,Không,Có,5G,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","A-GPS, GLONASS, BDS",161.8 x 75.4 x 8.9 mm,190 g,Nhựa,Nhựa,,,,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, La bàn, Con quay hồi chuyển","Hỗ trợ 5G, Bảo mật vân tay",,1080 x 2400 pixels (FullHD+),,,,,
465,Huawei Mate 50,,,,,,,,,,,,,,Qualcomm Snapdragon 8 Gen 2,,,,,,,,,,HarmonyOS 3.0,,,,5G,,,,,,,,,,,,,,,,,,,,
466,Moto G Power 5G,,,,6.5 inches,,Tần số quét 120 Hz,,,"Camera chính: 50MP, f/1.8, 1.3μm",,,"8MP, f/2.0, 1.12um",,MediaTek Helio G37,,,4 GB,,,5000 mAh,,USB Type-C,,Android 11,,Có,,,,,,167.24 x 76.54 x 9.36mm,203g,,,,,,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển",,,,,,,,
467,Realme Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,TECNO Spark 10 Pro 8GB 256GB,"3.050.000đ
Khi thu cũ lên đời",3.550.000đ,4.490.000đ,6.78 inches,IPS LCD,Tốc độ làm tươi 90Hz,,,50MP,,"Đèn flash, HDR, Quay video Time Lapse 2k, chế độ làm đẹp, chế độ chụp đêm, quay phim chế độ chuyên nghiệp, Chụp AR, video chân dung, lấy nét thông minh,",32MP,,Helio G88,,Mali-G57 MC2,8 GB,256 GB,Có,5000mAh,Sạc nhanh 18W,USB Type-C,2 SIM (Nano-SIM),Android 13,,Có,Có,4G,2.4G/5G,5.3,GPS+GLONASS+Beidou+Galileo,168.41 x 76.21 x 8.46mm,191 g,,,,,,Cảm biến vân tay cạnh bên,"Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến trọng lực",,,2460x1080 pixels,,,,,
469,TECNO Spark 10 Pro 8GB 128GB,"2.690.000đ
Khi thu cũ lên đời",3.190.000đ,3.990.000đ,6.78 inches,IPS LCD,"Tốc độ làm tươi 90Hz, 580 nit",,,50MP,,"Đèn flash, HDR, Quay video Time Lapse 2k, chế độ làm đẹp, chế độ chụp đêm, quay phim chế độ chuyên nghiệp, Chụp AR, video chân dung, lấy nét thông minh,",32MP,,Helio G88,,Mali-G57 MC2,8 GB,128 GB,Có hỗ trợ,5000mAh,Sạc nhanh 18W,USB Type-C,2 SIM (Nano-SIM),Android™ T,,Có,Có,4G,2.4G/5G,5.3,GPS+GLONASS+Beidou+Galileo,168.41 x 76.21 x 8.46mm,191 g,,,,,,Cảm biến vân tay cạnh bên,"Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến trọng lực",,,2460x1080 pixels,,,,,
470,TECNO Spark 10 8GB 128GB,"2.490.000đ
Khi thu cũ lên đời",2.990.000đ,3.590.000đ,6.56 inches,IPS LCD,Tần số quét 90Hz,90Hz,,"Camera góc rộng: 50 MP, 0.7µm, PDAF
Camera đo chiều sâu: 0.08 MP",1080p@30fps,"Đèn flash LED kép, HDR, toàn cảnh",8 MP,1080p@30fps,Mediatek Helio G37 (12 nm),4x2.3 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53,PowerVR GE8320,8 GB,128 GB,microSDXC,5000mAh,Sạc nhanh 18W,USB Type-C,2 SIM (Nano-SIM),Android 13,,Có,Có,4G,802.11 a/b/g/n/ac,,,163.9 x 75.4 x 8.4 mm,,Nhựa,Nhựa,,,,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Cảm biến áp kế","Bảo mật vân tay, Nhận diện khuôn mặt",03/2023,720 x 1612 (HD+),,,,,
471,Realme 10 8GB 256GB,,,,6.4 inches,Super AMOLED,Tần số quét 90 Hz,,,"Camera chính: 50MP
Camera chân dung: 2MP",1080p@30fps,,"16 MP, f/2.5",1080p@30fps,Helio G99 (6nm),2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,Mali-G57 MC2,8 GB,256 GB,,5.000 mAh,Sạc nhanh 33 W,USB Type-C,2 SIM (Nano-SIM),"Android 12, Realme UI 3.0",,Có,,4G,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX HD, aptX Adaptive","GPS, GLONASS, GALILEO, BDS",159.9 x 73.3 x 8 mm,178 g,,,,,,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, La bàn, Con quay hồi chuyển",,,1080 x 2400 pixels (FullHD+),,,,,
472,Vivo V27,,,,6.78 inches,AMOLED,"Tần số quét 120Hz, HDR10+",,Giọt nước,"Camera góc rộng: 64MP, f/1.8, 0.7µm, PDAF, OIS
Camera góc siêu rộng: 8MP, f/2.2, 16mm, 120˚, 1/4"", 1.12µm
Camera macro: 2MP, f/2.4","4K@30fps, 1080p@30fps","Đèn flash LED, toàn cảnh, HDR","Camera góc rộng: 50MP, f/2.5, AF","4K@30fps, 1080p@30fps",,,,8 GB,128 GB,microSDXC,4600 mAh,Sạc nhanh 66W,USB Type-C,2 SIM (Nano-SIM),Android 13,,Không,Có,5G,802.11 a/b/g/n/ac/6,v5.2,"GPS, GLONASS, GALILEO, BDS, NavIC",,,,,,,,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế",,,1080 x 2400 pixels (FullHD+),,,,,
473,Nokia 215 4G,,,,2.4 inches,"TFT, 256K colors",,,,,,,,,Unisoc UMS9117,,,,128 MB,Thẻ nhớ MicroSD hỗ trợ lên tới 32GB,"1150mAh, có thể tháo rời",,,2 SIM (Nano-SIM),Series 30+,,,,,,Bluetooth® 5.0,,124.7 x 51 x 13.7 mm,90.3 g,,,,,,,,,,240 x 320 pixels,,,,,
474,Samsung Galaxy Note 30 Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,iPhone 12 Pro 256GB | Chính hãng VN/A,,,,6.1 inches,OLED,"HDR10
Dolby Vision
True-tone",60Hz,Tai thỏ,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom
12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""
TOF 3D LiDAR scanner (depth)","Sau: 4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.","Nhãn dán (AR Stickers)
Retina Flash
Ban đêm (Night Mode)
Trôi nhanh thời gian (Time Lapse)
Quay chậm (Slow Motion)
Xóa phông
Zoom quang học
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Tự động lấy nét (AF)","12 MP, f/2.2, 23mm (wide), 1/3.6""
SL 3D, (depth/biometrics sensor)","Trước: 4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS",Apple A14 Bionic (5 nm),Hexa-core,Apple GPU (4-core graphics),6 GB,256 GB,Không,"Li-Ion, sạc nhanh 20W, sạc không dây 15W, USB Power Delivery 2.0","Sạc nhanh 20W
Sạc nhanh không dây 15W
Power Delivery 2.0",Lightning,2 SIM (nano‑SIM và eSIM),iOS 14.1 hoặc cao hơn (Tùy vào phiên bản phát hành),Không,Không,Có,5G,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","5.0, A2DP, LE","A-GPS, GLONASS, GALILEO, QZSS",146.7 x 71.5 x 7.4 mm,189 g,Kính,Kim loại,IP68,,,Không,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế","Hỗ trợ 5G, Sạc không dây, Nhận diện khuôn mặt, Kháng nước, kháng bụi",,1170 x 2532 pixels,,,,"Face ID, cảm biến gia tốc, cảm biến tiệm cận, con quay hồi chuyển, cảm biên sáng",
476,Xiaomi Redmi Note 11S,,,,6.43 inches,AMOLED,"90Hz, 4,500,000:1, DCI-P3, 409 ppi, chế độ đọc sách giảm mỏi mắt, Màn hình Sunlight (Đảm bảo màn hình hiển thị rõ ràng dưới ánh sáng mặt trời)",90Hz,Đục lỗ (Nốt ruồi),"Camera góc rộng: 108MP, f/1.9
Camera góc siêu rộng: 8MP f/2.2FOV 118°
Camera macro: 2MP, f/2.4 < Camera chân dung: 2MP, f/2.4","1080p 1920x1080 | 30fps
720p 1280x720 | 30fps","Ban đêm (Night Mode)
AI Camera
Google Lens
Siêu cận (Macro)
Xóa phông","16MP, f/2.4","1080p 1920x1080 | 30fps
720p 1280x720 | 30fps",MediaTek Helio G96CPU,"Octa-core CPU, up to 2.05GHz",ARM Mali-G57 MC2,8 GB,128 GB,MicroSD,5000mAh (typ),Sạc nhanh 33W,USB Type-C,2 SIM (Nano-SIM),"MIUI 13, Android 11",Có,Có,Có,4G,802.11a/b/g/n/ac,5.0,GPS L1 | Glonass G1 | BDS B1 | Galileo E1,159.87 x 73.87 x 8.09mm,179g,Nhựa,Nhựa,Không có,"Âm thanh Hi-Res Audio
Ứng dụng kép (Nhân bản ứng dụng)
Tối ưu game (Game Turbo)
Đa cửa sổ (chia đôi màn hình)
Mở rộng bộ nhớ RAM
Màn hình luôn hiển thị AOD
Chạm 2 lần sáng màn hình",Loa kép,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển","Bảo mật vân tay, Nhận diện khuôn mặt",2/2022,1080 x 2400 pixels (FullHD+),,,Công nghệ tản nhiệt LiquidCool,,
477,Samsung Galaxy A12s,,,,6.5 inches,,,,,48MP + 5MP + 2MP,,,,,,,,4 GB,64 GB,,5000mAh,,,2 SIM (Nano-SIM),Android 11,,Có,,4G,,,,,,,,,,,,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng",,,1600 x 720 pixels (HD+),,,,,
478,Oppo Reno 9,,,,,,,,,,,,,,,,,,,,,,,2 SIM (Nano-SIM),,,,,,,,,Đang cập nhật,Đang cập nhật,,,,,,,,,,,,,,,
479,Nokia 8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Vivo X90,,,,6.78 inches,AMOLED,"AMOLED, 1 tỷ màu, 120Hz, HDR10+",,,"Camera góc rộng: 50MP, f/1.8, 1/1.49"", 1.0µm, PDAF, Laser AF, OIS
Tele kính viễn vọng: 12MP, f/2.0, 50mm, 1/2.93"", 1.22µm, AF, 2x optical zoom
Camera góc siêu rộng: 12MP, f/2.0, 16mm, 1/2.93"", 1.22µm, AF","4K@30/60fps, 1080p@30/60fps, gyro-EIS","Hệ thống quang học Zeiss, lớp phủ ống kính Zeiss T*, Pixel Shift, đèn flash hai tông màu LED kép, HDR, toàn cảnh","Camera góc rộng: 32MP, f/2.5, 24mm, 1/2.8"", 0.8µm",1080p@30/60fps,Mediatek Dimensity 9200 (4 nm),1x3.05 GHz Cortex-X3 & 3x2.85 GHz Cortex-A715 & 4x1.80 GHz Cortex-A510,Immortalis-G715 MC11,8 GB,128 GB,Không,4810 mAh,"Sạc có dây 120W
Có dây ngược",USB Type-C,2 SIM (Nano-SIM),Android 13,Có,Không,Có,5G,802.11 a/b/g/n/ac/6,v5.3,"GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS, NavIC","164,1 x 74,4 x 8,5 mm hoặc 8,9 mm",196 g / 200 g,Kính,,IP64,,,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế",,,,,,,,
481,POCO X5 5G 6GB 128GB - Chỉ có tại CellphoneS,"4.950.000đ
Khi thu cũ lên đời",5.450.000đ,6.490.000đ,6.67 inches,AMOLED,"Tần số quét 120 Hz
Độ sáng: 700 nit (HBM), 1200 nit (cao nhất)
Corning Gorilla Glass 3
Gam màu rộng DCI-P3395 ppi
Màn hình Sunlight
Chế độ đọc 3.0",120Hz,Đục lỗ (Nốt ruồi),"Camera góc rộng: 48MP, f/1.8, PDAF
Camera góc siêu rộng: 8MP, f/2.2, 118˚
Camera macro: 2MP, f/2.4","1080p 1920x1080 | 30fps, 720p 1280x720 | 30fps","Đèn flash hai tông màu LED kép, HDR, toàn cảnh","Camera góc rộng: 13MP, f/2.5","1080p 1920x1080 | 30fps, 720p 1280x720 | 30fps",Snapdragon 695 5G (6 nm),2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver,Adreno 619,6 GB,128 GB,microSDXC,5000 mAh,Sạc nhanh 33W,USB Type-C,Nano-SIM,MIUI 13 (Android 12),Có,Có,Có,5G,802.11 a/b/g/n/ac,v5.1,GPS: L1 ｜GLONASS: G1 | Compass: B1 | Galileo E1,165.9 x 76.2 x 8 mm,189 g,,,IP53,,Chứng nhận âm thanh Hi-Res,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế","Hỗ trợ 5G, Bảo mật vân tay, Nhận diện khuôn mặt",,1080 x 2400 pixels (FullHD+),,,,,
482,Huawei Enjoy 60X,,,,6.95 inches,TFT LCD,Tần số quét 90Hz,,,"Camera góc rộng: 50 MP, 26mm, 1/1.8"", PDAF
Camera đo độ sâu: 2 MP, f/2.4",1080p@30fps,"Đèn flash LED, HDR, toàn cảnh","Camera góc rộng: 8 MP, f/2.0",1080p@30fps,Snapdragon 680 4G (6 nm),4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver,Adreno 610,8 GB,128 GB,microSDXC,7000 mAh,Sạc nhanh 22.5W,USB Type-C,2 SIM (Nano-SIM),HarmonyOS 3.0,Không,Không,Có,4G,802.11 a/b/g/n/ac,v5.0,"GPS, GLONASS, GALILEO, BDS, QZSS",171.6 x 79.9 x 8.9 mm,216 g,,,,,Loa âm thanh nổi,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển, Cảm biến áp kế",,04/2023,1080 x 2376 pixels (FullHD+),,Màn hình,,,
